@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute lDisHandTip numeric
@attribute lDisHandThumb numeric
@attribute lDisTipThumb numeric
@attribute outputs-1 {0,1,2}

@data
18047,'2016/04/30 12:58:11:151',9,0.73232,0.801877,0.070247,1
18048,'2016/04/30 12:58:11:169',9,0.73232,0.801877,0.070247,1
18049,'2016/04/30 12:58:11:187',9,0.730031,0.803681,0.073916,1
18050,'2016/04/30 12:58:11:202',9,0.730031,0.803681,0.073916,1
18051,'2016/04/30 12:58:11:220',9,0.730021,0.804843,0.075317,1
18052,'2016/04/30 12:58:11:238',9,0.730021,0.804843,0.075317,1
18053,'2016/04/30 12:58:11:252',9,0.730711,0.806765,0.076412,1
18054,'2016/04/30 12:58:11:268',9,0.730558,0.806612,0.076412,1
18055,'2016/04/30 12:58:11:285',9,0.733247,0.806045,0.073091,1
18056,'2016/04/30 12:58:11:302',9,0.733112,0.80591,0.073091,1
18057,'2016/04/30 12:58:11:319',9,0.733369,0.805708,0.072822,1
18058,'2016/04/30 12:58:11:335',9,0.733136,0.805475,0.072822,1
18059,'2016/04/30 12:58:11:353',9,0.735688,0.808006,0.072836,1
18060,'2016/04/30 12:58:11:369',9,0.735437,0.807754,0.072836,1
18061,'2016/04/30 12:58:11:388',9,0.737222,0.80813,0.0712,1
18062,'2016/04/30 12:58:11:403',9,0.736066,0.808649,0.073123,1
18063,'2016/04/30 12:58:11:418',9,0.736066,0.808649,0.073123,1
18064,'2016/04/30 12:58:11:437',9,0.736066,0.808649,0.073123,1
18065,'2016/04/30 12:58:11:451',9,0.735888,0.805492,0.070276,1
18066,'2016/04/30 12:58:11:470',9,0.679523,0.750142,0.072615,1
18067,'2016/04/30 12:58:11:486',9,0.679523,0.750142,0.072615,1
18068,'2016/04/30 12:58:11:504',9,0.680789,0.750907,0.072672,1
18069,'2016/04/30 12:58:11:519',9,0.679301,0.749441,0.072705,1
18070,'2016/04/30 12:58:11:537',9,0.681208,0.752276,0.071493,1
18071,'2016/04/30 12:58:11:552',9,0.681208,0.752276,0.071493,1
18072,'2016/04/30 12:58:11:571',9,0.680523,0.752283,0.07286,1
18073,'2016/04/30 12:58:11:586',9,0.680523,0.748523,0.070104,1
18074,'2016/04/30 12:58:11:603',9,0.680523,0.748523,0.070104,1
18075,'2016/04/30 12:58:11:621',9,0.680743,0.74849,0.070138,1
18076,'2016/04/30 12:58:11:635',9,0.680167,0.746823,0.068939,1
18077,'2016/04/30 12:58:11:655',9,0.679112,0.75183,0.074334,1
18078,'2016/04/30 12:58:11:669',9,0.676193,0.742245,0.068589,1
18079,'2016/04/30 12:58:11:686',9,0.676193,0.742245,0.068589,1
18080,'2016/04/30 12:58:11:703',9,0.673662,0.742628,0.070081,1
18081,'2016/04/30 12:58:11:719',9,0.673662,0.742628,0.070081,1
18082,'2016/04/30 12:58:11:737',9,0.673311,0.750412,0.079288,1
18083,'2016/04/30 12:58:11:754',9,0.673311,0.750412,0.079288,1
18084,'2016/04/30 12:58:11:768',9,0.672123,0.726444,0.060108,1
18085,'2016/04/30 12:58:11:785',9,0.672123,0.726444,0.060108,1
18086,'2016/04/30 12:58:11:802',9,0.673499,0.736356,0.065888,1
18087,'2016/04/30 12:58:11:819',9,0.673499,0.736356,0.065888,1
18088,'2016/04/30 12:58:11:835',9,0.674609,0.748257,0.075631,1
18089,'2016/04/30 12:58:11:853',9,0.674609,0.748257,0.075631,1
18090,'2016/04/30 12:58:11:868',9,0.67602,0.736872,0.067739,1
18091,'2016/04/30 12:58:11:888',9,0.67602,0.736872,0.067739,1
18092,'2016/04/30 12:58:11:904',9,0.679889,0.742249,0.068197,1
18093,'2016/04/30 12:58:11:919',9,0.679889,0.742249,0.068197,1
18094,'2016/04/30 12:58:11:935',9,0.681465,0.746338,0.069603,1
18095,'2016/04/30 12:58:11:953',9,0.681465,0.746338,0.069603,1
18096,'2016/04/30 12:58:11:969',9,0.682753,0.747038,0.069964,1
18097,'2016/04/30 12:58:11:988',9,0.682753,0.747038,0.069964,1
18098,'2016/04/30 12:58:12:004',9,0.683962,0.736054,0.058849,1
18099,'2016/04/30 12:58:12:018',9,0.683962,0.736054,0.058849,1
18100,'2016/04/30 12:58:12:038',9,0.685178,0.740562,0.063352,1
18101,'2016/04/30 12:58:12:051',9,0.685178,0.740562,0.063352,1
18102,'2016/04/30 12:58:12:069',9,0.679842,0.731247,0.058755,1
18103,'2016/04/30 12:58:12:085',9,0.679842,0.731247,0.058755,1
18104,'2016/04/30 12:58:12:102',9,0.685839,0.735122,0.057023,1
18105,'2016/04/30 12:58:12:120',9,0.685839,0.735122,0.057023,1
18106,'2016/04/30 12:58:12:137',9,0.765551,0.825275,0.064178,1
18107,'2016/04/30 12:58:12:154',9,0.765551,0.825275,0.064178,1
18108,'2016/04/30 12:58:12:168',9,0.736832,0.783154,0.054355,1
18109,'2016/04/30 12:58:12:186',9,0.736832,0.783154,0.054355,1
18110,'2016/04/30 12:58:12:203',9,0.739878,0.806296,0.073662,1
18111,'2016/04/30 12:58:12:218',9,0.739878,0.806296,0.073662,1
18112,'2016/04/30 12:58:12:236',9,0.739878,0.806296,0.073662,1
18113,'2016/04/30 12:58:12:255',9,0.742404,0.804478,0.068799,1
18114,'2016/04/30 12:58:12:270',9,0.744099,0.81647,0.076714,1
18115,'2016/04/30 12:58:12:286',9,0.744099,0.81647,0.076714,1
18116,'2016/04/30 12:58:12:305',9,0.746053,0.793213,0.061999,1
18117,'2016/04/30 12:58:12:318',9,0.746053,0.793213,0.061999,1
18118,'2016/04/30 12:58:12:334',9,0.746053,0.793213,0.061999,1
18119,'2016/04/30 12:58:12:351',9,0.747036,0.81341,0.070254,1
18120,'2016/04/30 12:58:12:370',9,0.747268,0.798409,0.05198,1
18121,'2016/04/30 12:58:12:387',9,0.747268,0.798409,0.05198,1
18122,'2016/04/30 12:58:12:403',9,0.747268,0.798409,0.05198,1
18123,'2016/04/30 12:58:12:421',9,0.749406,0.820635,0.074983,1
18124,'2016/04/30 12:58:12:437',9,0.749406,0.820635,0.074983,1
18125,'2016/04/30 12:58:12:454',9,0.748308,0.80896,0.065295,1
18126,'2016/04/30 12:58:12:468',9,0.748308,0.80896,0.065295,1
18127,'2016/04/30 12:58:12:485',9,0.74978,0.809765,0.065104,1
18128,'2016/04/30 12:58:12:503',9,0.74978,0.809765,0.065104,1
18129,'2016/04/30 12:58:12:521',9,0.750139,0.801507,0.052111,1
18130,'2016/04/30 12:58:12:538',9,0.750139,0.801507,0.052111,1
18131,'2016/04/30 12:58:12:554',9,0.749119,0.811779,0.069118,1
18132,'2016/04/30 12:58:12:569',9,0.749119,0.811779,0.069118,1
18133,'2016/04/30 12:58:12:587',9,0.778675,0.865994,0.094854,1
18134,'2016/04/30 12:58:12:605',9,0.778675,0.865994,0.094854,1
18135,'2016/04/30 12:58:12:619',9,0.775256,0.827048,0.05224,1
18136,'2016/04/30 12:58:12:637',9,0.775256,0.827048,0.05224,1
18137,'2016/04/30 12:58:12:653',9,0.772601,0.860406,0.091452,1
18138,'2016/04/30 12:58:12:669',9,0.772601,0.860406,0.091452,1
18139,'2016/04/30 12:58:12:688',9,0.771768,0.858668,0.089571,1
18140,'2016/04/30 12:58:12:702',9,0.771768,0.858668,0.089571,1
18141,'2016/04/30 12:58:12:720',9,0.768477,0.853479,0.090705,1
18142,'2016/04/30 12:58:12:736',9,0.768477,0.853479,0.090705,1
18143,'2016/04/30 12:58:12:753',9,0.765002,0.852971,0.091633,1
18144,'2016/04/30 12:58:12:771',9,0.765002,0.852971,0.091633,1
18145,'2016/04/30 12:58:12:786',9,0.762059,0.850774,0.090145,1
18146,'2016/04/30 12:58:12:804',9,0.762059,0.850774,0.090145,1
18147,'2016/04/30 12:58:12:820',9,0.759328,0.841757,0.085283,1
18148,'2016/04/30 12:58:12:837',9,0.759328,0.841757,0.085283,1
18149,'2016/04/30 12:58:12:851',9,0.756856,0.844908,0.090768,1
18150,'2016/04/30 12:58:12:869',9,0.756856,0.844908,0.090768,1
18151,'2016/04/30 12:58:12:886',9,0.753795,0.806027,0.052415,1
18152,'2016/04/30 12:58:12:904',9,0.753795,0.806027,0.052415,1
18153,'2016/04/30 12:58:12:920',9,0.751513,0.802858,0.051619,1
18154,'2016/04/30 12:58:12:938',9,0.751513,0.802858,0.051619,1
18155,'2016/04/30 12:58:12:952',9,0.749314,0.801664,0.05249,1
18156,'2016/04/30 12:58:12:970',9,0.749314,0.801664,0.05249,1
18157,'2016/04/30 12:58:12:987',9,0.747997,0.810526,0.063285,1
18158,'2016/04/30 12:58:13:002',9,0.747997,0.810526,0.063285,1
18159,'2016/04/30 12:58:13:019',9,0.744901,0.800159,0.055313,1
18160,'2016/04/30 12:58:13:037',9,0.744901,0.800159,0.055313,1
18161,'2016/04/30 12:58:13:055',9,0.742556,0.799562,0.057102,1
18162,'2016/04/30 12:58:13:069',9,0.742556,0.799562,0.057102,1
18163,'2016/04/30 12:58:13:086',9,0.741773,0.804475,0.063816,1
18164,'2016/04/30 12:58:13:104',9,0.741773,0.804475,0.063816,1
18165,'2016/04/30 12:58:13:118',9,0.738913,0.803001,0.065226,1
18166,'2016/04/30 12:58:13:137',9,0.738913,0.803001,0.065226,1
18167,'2016/04/30 12:58:13:153',9,0.737669,0.802772,0.066316,1
18168,'2016/04/30 12:58:13:170',9,0.737669,0.802772,0.066316,1
18169,'2016/04/30 12:58:13:187',9,0.734386,0.797574,0.064187,1
18170,'2016/04/30 12:58:13:202',9,0.734386,0.797574,0.064187,1
18171,'2016/04/30 12:58:13:220',9,0.732686,0.785896,0.053245,1
18172,'2016/04/30 12:58:13:237',9,0.732686,0.785896,0.053245,1
18173,'2016/04/30 12:58:13:252',9,0.731275,0.795451,0.065373,1
18174,'2016/04/30 12:58:13:271',9,0.731275,0.795451,0.065373,1
18175,'2016/04/30 12:58:13:288',9,0.726436,0.778449,0.052137,1
18176,'2016/04/30 12:58:13:304',9,0.726436,0.778449,0.052137,1
18177,'2016/04/30 12:58:13:321',9,0.726909,0.780992,0.054748,1
18178,'2016/04/30 12:58:13:335',9,0.726909,0.780992,0.054748,1
18179,'2016/04/30 12:58:13:352',9,0.722278,0.773894,0.051616,1
18180,'2016/04/30 12:58:13:370',9,0.722278,0.773894,0.051616,1
18181,'2016/04/30 12:58:13:386',9,0.718876,0.770288,0.051418,1
18182,'2016/04/30 12:58:13:404',9,0.718876,0.770288,0.051418,1
18183,'2016/04/30 12:58:13:420',9,0.717603,0.772588,0.055467,1
18184,'2016/04/30 12:58:13:439',9,0.717603,0.772588,0.055467,1
18185,'2016/04/30 12:58:13:454',9,0.716125,0.787013,0.072372,1
18186,'2016/04/30 12:58:13:469',9,0.716125,0.787013,0.072372,1
18187,'2016/04/30 12:58:13:486',9,0.713677,0.789378,0.076981,1
18188,'2016/04/30 12:58:13:502',9,0.713677,0.789378,0.076981,1
18189,'2016/04/30 12:58:13:522',9,0.711286,0.789031,0.079335,1
18190,'2016/04/30 12:58:13:536',9,0.711286,0.789031,0.079335,1
18191,'2016/04/30 12:58:13:553',9,0.709897,0.781369,0.073464,1
18192,'2016/04/30 12:58:13:571',9,0.709897,0.781369,0.073464,1
18193,'2016/04/30 12:58:13:584',9,0.709943,0.782477,0.074302,1
18194,'2016/04/30 12:58:13:602',9,0.709943,0.782477,0.074302,1
18195,'2016/04/30 12:58:13:618',9,0.709826,0.786182,0.077769,1
18196,'2016/04/30 12:58:13:635',9,0.709826,0.786182,0.077769,1
18197,'2016/04/30 12:58:13:654',9,0.712206,0.786298,0.075851,1
18198,'2016/04/30 12:58:13:669',9,0.712206,0.786298,0.075851,1
18199,'2016/04/30 12:58:13:687',9,0.714378,0.789373,0.076567,1
18200,'2016/04/30 12:58:13:704',9,0.714378,0.789373,0.076567,1
18201,'2016/04/30 12:58:13:718',9,0.715988,0.788218,0.073818,1
18202,'2016/04/30 12:58:13:736',9,0.715988,0.788218,0.073818,1
18203,'2016/04/30 12:58:13:751',9,0.717523,0.789281,0.073141,1
18204,'2016/04/30 12:58:13:771',9,0.717523,0.789281,0.073141,1
18205,'2016/04/30 12:58:13:785',9,0.718089,0.789849,0.073112,1
18206,'2016/04/30 12:58:13:803',9,0.718089,0.789849,0.073112,1
18207,'2016/04/30 12:58:13:818',9,0.721703,0.79127,0.070977,1
18208,'2016/04/30 12:58:13:838',9,0.721703,0.79127,0.070977,1
18209,'2016/04/30 12:58:13:852',9,0.723703,0.794633,0.072148,1
18210,'2016/04/30 12:58:13:869',9,0.723703,0.794633,0.072148,1
18211,'2016/04/30 12:58:13:885',9,0.727531,0.796177,0.070384,1
18212,'2016/04/30 12:58:13:905',9,0.727531,0.796177,0.070384,1
18213,'2016/04/30 12:58:13:919',9,0.730044,0.800193,0.071559,1
18214,'2016/04/30 12:58:13:937',9,0.730044,0.800193,0.071559,1
18215,'2016/04/30 12:58:13:954',9,0.733981,0.804038,0.071133,1
18216,'2016/04/30 12:58:13:968',9,0.733981,0.804038,0.071133,1
18217,'2016/04/30 12:58:13:986',9,0.736886,0.806728,0.07084,1
18218,'2016/04/30 12:58:14:004',9,0.736886,0.806728,0.07084,1
18219,'2016/04/30 12:58:14:018',9,0.740691,0.810154,0.070981,1
18220,'2016/04/30 12:58:14:038',9,0.740691,0.810154,0.070981,1
18221,'2016/04/30 12:58:14:051',9,0.740477,0.810041,0.070895,1
18222,'2016/04/30 12:58:14:071',9,0.740477,0.810041,0.070895,1
18223,'2016/04/30 12:58:14:087',9,0.743351,0.815209,0.072621,1
18224,'2016/04/30 12:58:14:102',9,0.743351,0.815209,0.072621,1
18225,'2016/04/30 12:58:14:118',9,0.745294,0.815984,0.071508,1
18226,'2016/04/30 12:58:14:138',9,0.745294,0.815984,0.071508,1
18227,'2016/04/30 12:58:14:152',9,0.744701,0.814338,0.07085,1
18228,'2016/04/30 12:58:14:168',9,0.744701,0.814338,0.07085,1
18229,'2016/04/30 12:58:14:187',9,0.746565,0.817382,0.071943,1
18230,'2016/04/30 12:58:14:204',9,0.746565,0.817382,0.071943,1
18231,'2016/04/30 12:58:14:221',9,0.747399,0.817132,0.07052,1
18232,'2016/04/30 12:58:14:235',9,0.747399,0.817132,0.07052,1
18233,'2016/04/30 12:58:14:254',9,0.74977,0.820067,0.071054,1
18234,'2016/04/30 12:58:14:269',9,0.74977,0.820067,0.071054,1
18235,'2016/04/30 12:58:14:286',9,0.750937,0.821295,0.071164,1
18236,'2016/04/30 12:58:14:303',9,0.750937,0.821295,0.071164,1
18237,'2016/04/30 12:58:14:320',9,0.750988,0.823168,0.072975,1
18238,'2016/04/30 12:58:14:337',9,0.750988,0.823168,0.072975,1
18239,'2016/04/30 12:58:14:355',9,0.752134,0.820674,0.069953,1
18240,'2016/04/30 12:58:14:370',9,0.752134,0.820674,0.069953,1
18241,'2016/04/30 12:58:14:387',9,0.75304,0.821621,0.069636,1
18242,'2016/04/30 12:58:14:402',9,0.75304,0.821621,0.069636,1
18243,'2016/04/30 12:58:14:419',9,0.753469,0.82183,0.069772,1
18244,'2016/04/30 12:58:14:436',9,0.753469,0.82183,0.069772,1
18245,'2016/04/30 12:58:14:454',9,0.757212,0.825348,0.069413,1
18246,'2016/04/30 12:58:14:470',9,0.757212,0.825348,0.069413,1
18247,'2016/04/30 12:58:14:487',9,0.757958,0.82676,0.069717,1
18248,'2016/04/30 12:58:14:501',9,0.757958,0.82676,0.069717,1
18249,'2016/04/30 12:58:14:521',9,0.759992,0.827214,0.068995,1
18250,'2016/04/30 12:58:14:535',9,0.759992,0.827214,0.068995,1
18251,'2016/04/30 12:58:14:553',9,0.76299,0.828772,0.067423,1
18252,'2016/04/30 12:58:14:569',9,0.76299,0.828772,0.067423,1
18253,'2016/04/30 12:58:14:586',9,0.76298,0.828388,0.067484,1
18254,'2016/04/30 12:58:14:603',9,0.76298,0.828388,0.067484,1
18255,'2016/04/30 12:58:14:618',9,0.764901,0.83394,0.070102,1
18256,'2016/04/30 12:58:14:638',9,0.764901,0.83394,0.070102,1
18257,'2016/04/30 12:58:14:653',9,0.766309,0.8338,0.068588,1
18258,'2016/04/30 12:58:14:669',9,0.766309,0.8338,0.068588,1
18259,'2016/04/30 12:58:14:686',9,0.767987,0.834677,0.068329,1
18260,'2016/04/30 12:58:14:702',9,0.767987,0.834677,0.068329,1
18261,'2016/04/30 12:58:14:721',9,0.771776,0.837507,0.067036,1
18262,'2016/04/30 12:58:14:734',9,0.771776,0.837507,0.067036,1
18263,'2016/04/30 12:58:14:755',9,0.771897,0.839967,0.069212,1
18264,'2016/04/30 12:58:14:769',9,0.771897,0.839967,0.069212,1
18265,'2016/04/30 12:58:14:786',9,0.772956,0.839297,0.067615,1
18266,'2016/04/30 12:58:14:802',9,0.772956,0.839297,0.067615,1
18267,'2016/04/30 12:58:14:819',9,0.774399,0.842921,0.069609,1
18268,'2016/04/30 12:58:14:837',9,0.774399,0.842921,0.069609,1
18269,'2016/04/30 12:58:14:853',9,0.821034,0.89033,0.070288,1
18270,'2016/04/30 12:58:14:871',9,0.821034,0.89033,0.070288,1
18271,'2016/04/30 12:58:14:885',9,0.823151,0.886989,0.066211,1
18272,'2016/04/30 12:58:14:902',9,0.823151,0.886989,0.066211,1
18273,'2016/04/30 12:58:14:918',9,0.824065,0.889527,0.067264,1
18274,'2016/04/30 12:58:14:936',9,0.824065,0.889527,0.067264,1
18275,'2016/04/30 12:58:14:953',9,0.825878,0.895351,0.070164,1
18276,'2016/04/30 12:58:14:970',9,0.825878,0.895351,0.070164,1
18277,'2016/04/30 12:58:14:987',9,0.825898,0.895067,0.070714,1
18278,'2016/04/30 12:58:15:002',9,0.825898,0.895067,0.070714,1
18279,'2016/04/30 12:58:15:019',9,0.818121,0.884197,0.067422,1
18280,'2016/04/30 12:58:15:036',9,0.818121,0.884197,0.067422,1
18281,'2016/04/30 12:58:15:053',9,0.824622,0.898431,0.074428,1
18282,'2016/04/30 12:58:15:069',9,0.824622,0.898431,0.074428,1
18283,'2016/04/30 12:58:15:087',9,0.824219,0.89218,0.069814,1
18284,'2016/04/30 12:58:15:103',9,0.824219,0.89218,0.069814,1
18285,'2016/04/30 12:58:15:118',9,0.825648,0.894275,0.069965,1
18286,'2016/04/30 12:58:15:138',9,0.825648,0.894275,0.069965,1
18287,'2016/04/30 12:58:15:154',9,0.825452,0.895858,0.07065,1
18288,'2016/04/30 12:58:15:169',9,0.825452,0.895858,0.07065,1
18289,'2016/04/30 12:58:15:185',9,0.82649,0.898109,0.072432,1
18290,'2016/04/30 12:58:15:201',9,0.82649,0.898109,0.072432,1
18291,'2016/04/30 12:58:15:220',9,0.82622,0.895129,0.069833,1
18292,'2016/04/30 12:58:15:236',9,0.82622,0.895129,0.069833,1
18293,'2016/04/30 12:58:15:254',9,0.826049,0.898795,0.073496,1
18294,'2016/04/30 12:58:15:269',9,0.826049,0.898795,0.073496,1
18295,'2016/04/30 12:58:15:286',9,0.826049,0.898795,0.073496,1
18296,'2016/04/30 12:58:15:302',9,0.833272,0.908412,0.075731,1
18297,'2016/04/30 12:58:15:318',9,0.833272,0.908412,0.075731,1
18298,'2016/04/30 12:58:15:335',9,0.831387,0.910039,0.078893,1
18299,'2016/04/30 12:58:15:351',9,0.831387,0.910039,0.078893,1
18300,'2016/04/30 12:58:15:371',9,0.779792,0.862084,0.082654,1
18301,'2016/04/30 12:58:15:385',9,0.779792,0.862084,0.082654,1
18302,'2016/04/30 12:58:15:403',9,0.754335,0.834264,0.080388,1
18303,'2016/04/30 12:58:15:420',9,0.754335,0.834264,0.080388,1
18304,'2016/04/30 12:58:15:435',9,0.747049,0.806333,0.067319,1
18305,'2016/04/30 12:58:15:453',9,0.747049,0.806333,0.067319,1
18306,'2016/04/30 12:58:15:470',9,0.743133,0.792421,0.053232,1
18307,'2016/04/30 12:58:15:487',9,0.743133,0.792421,0.053232,1
18308,'2016/04/30 12:58:15:504',9,0.741103,0.788645,0.050775,1
18309,'2016/04/30 12:58:15:521',9,0.738272,0.785756,0.050775,1
18310,'2016/04/30 12:58:15:537',9,0.732393,0.780649,0.051053,1
18311,'2016/04/30 12:58:15:554',9,0.731554,0.779828,0.051053,1
18312,'2016/04/30 12:58:15:568',9,0.731011,0.779891,0.052018,1
18313,'2016/04/30 12:58:15:587',9,0.731011,0.779891,0.052018,1
18314,'2016/04/30 12:58:15:603',9,0.729569,0.777632,0.051467,1
18315,'2016/04/30 12:58:15:618',9,0.729569,0.777632,0.051467,1
18316,'2016/04/30 12:58:15:638',9,0.728165,0.776215,0.051401,1
18317,'2016/04/30 12:58:15:652',9,0.728165,0.776215,0.051401,1
18318,'2016/04/30 12:58:15:668',9,0.725399,0.774023,0.051731,1
18319,'2016/04/30 12:58:15:689',9,0.725388,0.774011,0.051731,1
18320,'2016/04/30 12:58:15:702',9,0.724316,0.810383,0.086685,1
18321,'2016/04/30 12:58:15:719',9,0.724316,0.810383,0.086685,1
18322,'2016/04/30 12:58:15:737',9,0.720129,0.775041,0.059642,1
18323,'2016/04/30 12:58:15:753',9,0.719987,0.774907,0.059642,1
18324,'2016/04/30 12:58:15:769',9,0.71785,0.785329,0.07072,1
18325,'2016/04/30 12:58:15:788',9,0.718062,0.785115,0.071014,1
18326,'2016/04/30 12:58:15:802',9,0.714853,0.762824,0.051041,1
18327,'2016/04/30 12:58:15:821',9,0.714832,0.762797,0.051041,1
18328,'2016/04/30 12:58:15:837',9,0.713045,0.760499,0.05177,1
18329,'2016/04/30 12:58:15:853',9,0.713045,0.760499,0.05177,1
18330,'2016/04/30 12:58:15:872',9,0.709719,0.757325,0.050572,1
18331,'2016/04/30 12:58:15:885',9,0.709719,0.757325,0.050572,1
18332,'2016/04/30 12:58:15:904',9,0.706727,0.755037,0.051018,1
18333,'2016/04/30 12:58:15:918',9,0.706727,0.755037,0.051018,1
18334,'2016/04/30 12:58:15:935',9,0.704878,0.762694,0.059807,1
18335,'2016/04/30 12:58:15:952',9,0.704878,0.762694,0.059807,1
18336,'2016/04/30 12:58:15:969',9,0.703641,0.751117,0.04982,1
18337,'2016/04/30 12:58:15:986',9,0.703641,0.751117,0.04982,1
18338,'2016/04/30 12:58:16:003',9,0.710818,0.769221,0.059588,1
18339,'2016/04/30 12:58:16:019',9,0.710818,0.769221,0.059588,1
18340,'2016/04/30 12:58:16:035',9,0.707691,0.766679,0.060164,1
18341,'2016/04/30 12:58:16:053',9,0.707691,0.766679,0.060164,1
18342,'2016/04/30 12:58:16:071',9,0.713153,0.777734,0.067302,1
18343,'2016/04/30 12:58:16:085',9,0.713153,0.777734,0.067302,1
18344,'2016/04/30 12:58:16:104',9,0.741108,0.805352,0.065859,1
18345,'2016/04/30 12:58:16:120',9,0.741108,0.805352,0.065859,1
18346,'2016/04/30 12:58:16:136',9,0.742226,0.818085,0.07626,1
18347,'2016/04/30 12:58:16:153',9,0.72334,0.799082,0.07626,1
18348,'2016/04/30 12:58:16:171',9,0.719765,0.788219,0.069886,1
18349,'2016/04/30 12:58:16:186',9,0.719765,0.788219,0.069886,1
18350,'2016/04/30 12:58:16:204',9,0.719279,0.784592,0.067079,1
18351,'2016/04/30 12:58:16:220',9,0.719251,0.784565,0.067079,1
18352,'2016/04/30 12:58:16:236',9,0.713369,0.777955,0.066559,1
18353,'2016/04/30 12:58:16:253',9,0.734671,0.799331,0.066559,1
18354,'2016/04/30 12:58:16:271',9,0.731644,0.803106,0.072021,1
18355,'2016/04/30 12:58:16:287',9,0.731404,0.801479,0.070438,1
18356,'2016/04/30 12:58:16:304',9,0.728364,0.794922,0.067281,1
18357,'2016/04/30 12:58:16:319',9,0.728364,0.794922,0.067281,1
18358,'2016/04/30 12:58:16:336',9,0.716585,0.7875,0.071144,1
18359,'2016/04/30 12:58:16:353',9,0.716585,0.7875,0.071144,1
18360,'2016/04/30 12:58:16:371',9,0.718,0.79697,0.079373,1
18361,'2016/04/30 12:58:16:387',9,0.726793,0.805736,0.079373,1
18362,'2016/04/30 12:58:16:404',9,0.723027,0.804083,0.081246,1
18363,'2016/04/30 12:58:16:420',9,0.723027,0.804083,0.081246,1
18364,'2016/04/30 12:58:16:435',9,0.722457,0.800886,0.078607,1
18365,'2016/04/30 12:58:16:454',9,0.719374,0.800842,0.081846,1
18366,'2016/04/30 12:58:16:469',9,0.719374,0.797913,0.078708,1
18367,'2016/04/30 12:58:16:486',9,0.719374,0.797913,0.078708,1
18368,'2016/04/30 12:58:16:502',9,0.69184,0.770059,0.078235,1
18369,'2016/04/30 12:58:16:520',9,0.692782,0.775208,0.082738,1
18370,'2016/04/30 12:58:16:537',9,0.692782,0.771527,0.07876,1
18371,'2016/04/30 12:58:16:554',9,0.678693,0.762198,0.083784,1
18372,'2016/04/30 12:58:16:569',9,0.678693,0.757244,0.078563,1
18373,'2016/04/30 12:58:16:584',9,0.678672,0.757224,0.078563,1
18374,'2016/04/30 12:58:16:602',9,0.675029,0.752275,0.077276,1
18375,'2016/04/30 12:58:16:620',9,0.675029,0.752275,0.077276,1
18376,'2016/04/30 12:58:16:636',9,0.663605,0.744105,0.080572,1
18377,'2016/04/30 12:58:16:653',9,0.664672,0.745168,0.080572,1
18378,'2016/04/30 12:58:16:671',9,0.661017,0.741143,0.080411,1
18379,'2016/04/30 12:58:16:687',9,0.660832,0.740954,0.080411,1
18380,'2016/04/30 12:58:16:702',9,0.660276,0.73847,0.078246,1
18381,'2016/04/30 12:58:16:722',9,0.665666,0.746724,0.08214,1
18382,'2016/04/30 12:58:16:736',9,0.665666,0.744807,0.079314,1
18383,'2016/04/30 12:58:16:755',9,0.666205,0.748156,0.083149,1
18384,'2016/04/30 12:58:16:769',9,0.666205,0.744753,0.078642,1
18385,'2016/04/30 12:58:16:787',9,0.667865,0.746663,0.079815,1
18386,'2016/04/30 12:58:16:803',9,0.667865,0.747719,0.080269,1
18387,'2016/04/30 12:58:16:819',9,0.667865,0.747719,0.080269,1
18388,'2016/04/30 12:58:16:835',9,0.668606,0.746297,0.077799,1
18389,'2016/04/30 12:58:16:851',9,0.668474,0.746166,0.077799,1
18390,'2016/04/30 12:58:16:870',9,0.667056,0.744539,0.077633,1
18391,'2016/04/30 12:58:16:886',9,0.666806,0.744292,0.077633,1
18392,'2016/04/30 12:58:16:904',9,0.666297,0.743151,0.077071,1
18393,'2016/04/30 12:58:16:920',9,0.667025,0.743993,0.07784,1
18394,'2016/04/30 12:58:16:937',9,0.667025,0.745073,0.078355,1
18395,'2016/04/30 12:58:16:952',9,0.667557,0.745611,0.078355,1
18396,'2016/04/30 12:58:16:969',9,0.667998,0.744948,0.077261,1
18397,'2016/04/30 12:58:16:987',9,0.667021,0.748519,0.082383,1
18398,'2016/04/30 12:58:17:002',9,0.667021,0.74376,0.077005,1
18399,'2016/04/30 12:58:17:020',9,0.667247,0.743989,0.077005,1
18400,'2016/04/30 12:58:17:036',9,0.667582,0.74244,0.075223,1
18401,'2016/04/30 12:58:17:053',9,0.668113,0.742728,0.07594,1
18402,'2016/04/30 12:58:17:071',9,0.668113,0.742864,0.075106,1
18403,'2016/04/30 12:58:17:086',9,0.668113,0.742864,0.075106,1
18404,'2016/04/30 12:58:17:104',9,0.668113,0.742864,0.075106,1
18405,'2016/04/30 12:58:17:119',9,0.668113,0.742864,0.075106,1
18406,'2016/04/30 12:58:17:137',9,0.668113,0.742864,0.075106,1
18407,'2016/04/30 12:58:17:153',9,0.668113,0.742864,0.075106,1
18408,'2016/04/30 12:58:17:170',9,0.670756,0.745167,0.074878,1
18409,'2016/04/30 12:58:17:187',9,0.678293,0.753215,0.076253,1
18410,'2016/04/30 12:58:17:204',9,0.678711,0.75533,0.076996,1
